Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,844943939979.7208,43075.77459994,19615293.0,21423953779.18,0.31590386,1.15814473,7.86793703,20240201
2,Ethereum,ETH,276879517241.7374,2303.8248223,120182539.29787108,8895583112.69,0.32155502,0.93230513,3.88303864,20240201
3,Tether USDt,USDT,96212836047.23528,0.99993301,96219281549.49396,37397906056.86,0.01287117,-0.00953983,0.02158478,20240201
4,BNB,BNB,44890350788.32914,300.17589076,149546822.94770595,754502530.36,0.16102604,-0.05832978,2.82839265,20240201
5,Solana,SOL,42658921528.66046,97.8466969,435977124.22215253,2951395443.99,0.73551339,0.84303748,12.61086974,20240201
6,XRP,XRP,27537063982.453854,0.50585949,54436190886.0,1004296108.65,0.15336927,0.52997543,-1.50829771,20240201
7,USDC,USDC,26786229584.010677,1.00034367,26777027250.25258,5394329611.65,0.01051077,0.01699685,0.00582859,20240201
8,Cardano,ADA,17960519206.989998,0.50702314,35423470532.553,374171938.8,0.80426237,1.75948254,8.69142663,20240201
9,Avalanche,AVAX,12418528238.970585,33.82854147,367102088.9141333,476844021.68,0.16364209,2.01026075,10.983703,20240201
10,Dogecoin,DOGE,11335628977.618973,0.07932661,142898186383.70526,257042562.58,0.15711338,0.7146112,1.78880704,20240201
11,TRON,TRX,10184641593.50022,0.11556741,88127282881.79398,276079935.41,-0.06968526,2.96464527,3.11325461,20240201
12,Chainlink,LINK,9762369956.356878,17.18424655,568099970.4527867,1236597576.58,0.33980655,11.59610786,24.90628031,20240201
13,Polkadot,DOT,8722376894.175472,6.7910772,1284387827.8594787,157887536.11,0.18799703,2.03345489,5.54225245,20240201
14,Polygon,MATIC,7795080850.0036125,0.8110772,9610775442.060663,311645613.66,0.47608807,3.13315166,10.76355905,20240201
15,Toncoin,TON,7184386352.677511,2.07766562,3457912702.9834237,27162532.5,0.30509799,0.53874313,1.77452524,20240201
16,Dai,DAI,5348852684.024144,1.00018027,5347888595.7464075,125488514.95,0.00954093,0.03430659,-0.02231335,20240201
17,Internet Computer,ICP,5341135149.167905,11.67160765,457617777.1627893,99116334.65,0.11976815,1.76657053,4.64223661,20240201
