tvl,daily_fees,daily_revenue,utility_yield_pct,symbol,total_tvl,weighted_apy,weighted_apy_base,weighted_apy_reward,total_yield_pct,date,market_cap,fdv,volume_24h,current_price,valuation,combined_tvl,fee_yield_pct,emission_value_annual,emission_yield_pct,net_yield_pct,revenue_productivity_pct,turnover_ratio,turnover_pct,tvl_to_fdv,volume_to_tvl,composite_score,percentile,signal,weight
37898738567.07404,2628798.0,0.0,2.531776270869373,AAVE,282612120.0,0.2003882013998196,0.0249085972766843,0.1754796041231352,2.7321644722691927,20251103,3450963554.0,3617850130,330883448,225.85,3617850130,38181350687.07404,26.521587006701132,67000483.03454349,1.8519419165255333,24.6696450901756,2.513036476535216,0.0914585834433114,9.14585834433114,10.553602088286073,0.008666101173629188,15.17069212098929,19.565217391304348,short,-0.1111111111111111
0.0,0.0,0.0,0.0,ADA,46113807.0,1.797809947308406,1.7904657065694012,0.0073383542156907,1.797809947308406,20251103,21852290770.0,26881504226,778594458,0.597084,26881504226,46113807.0,0.0,3383.994499999973,1.258856078718596e-05,-1.258856078718596e-05,0.0,0.028963946788622692,2.8963946788622694,0.0017154474173881374,16.88419388145507,0.2896338030338727,82.6086956521739,long,0.1
536516099.5752396,356855.0,0.0,24.277384239377103,AERO,0.0,0.0,0.0,0.0,24.277384239377103,20251103,885879272.0,1743231459,39852565,0.981523,1743231459,536516099.5752396,7.471874966891588,0.0,0.0,7.471874966891588,24.277384239377106,0.02286131585926135,2.286131585926135,0.307771005855419,0.07428027794795221,9.193621238258409,30.434782608695656,neutral,0.0
0.0,0.0,0.0,0.0,ALGO,7167939.0,1.88,1.88,0.0,1.88,20251103,1530854048.0,1530869607,45319322,0.173895,1530869607,7167939.0,0.0,0.0,0.0,0.0,0.0,0.029603646053703383,2.960364605370338,0.004682266188592508,6.32250386059368,0.2960364605370338,80.43478260869566,long,0.1
0.0,0.0,0.0,0.0,ARB,15440271.0,0.2532508813167852,0.2532508813167852,0.0,0.2532508813167852,20251103,1644557753.0,2984845213,137402629,0.298047,2984845213,15440271.0,0.0,0.0,0.0,0.0,0.0,0.046033418551007455,4.603341855100745,0.005172888340324132,8.898977809392075,0.46033418551007455,58.69565217391305,neutral,0.0
0.0,0.0,0.0,0.0,ATOM,2119317.0,1.9237224382006088,1.9237224382006088,0.0,1.9237224382006088,20251103,1411893113.0,1411893113,61917762,2.96,1411893113,2119317.0,0.0,0.0,0.0,0.0,0.0,0.04385442596885873,4.3854425968858735,0.0015010463472669407,29.215903991710537,0.43854425968858735,63.04347826086957,neutral,0.0
0.0,0.0,0.0,0.0,AVAX,225089903.0,1.160240016814437,1.1602365324529018,3.484361535310627e-06,1.160240016814437,20251103,7807808980.0,8417715002,289634923,18.27,8417715002,225089903.0,0.0,7.842946,9.317191183280216e-08,-9.317191183280216e-08,0.0,0.03440778440837976,3.440778440837976,0.02674002421637225,1.2867521783062832,0.3440778021564373,73.91304347826086,neutral,0.0
768145969.0068208,47542.0,0.0,2.259053708559644,BAL,0.0,0.0,0.0,0.0,2.259053708559644,20251103,63139139.0,68825471,1860050,0.97621,68825471,768145969.0068208,25.212802394043916,0.0,0.0,25.212802394043916,2.259053708559644,0.027025605099019228,2.702560509901923,11.160780418151019,0.0024214798684746904,14.589108109426274,21.73913043478261,neutral,0.0
0.0,0.0,0.0,0.0,BNB,2408858536.0,6.97959044833054,6.979571297952488,5.856347074421975e-06,6.97959044833054,20251103,147651291109.0,147651291109,1089459812,1070.91,147651291109,2408858536.0,0.0,141.07111640000002,9.554343571290392e-08,-9.554343571290392e-08,0.0,0.007378599969002185,0.7378599969002185,0.016314510478758485,0.4522722259187079,0.07378595669547577,97.82608695652173,long,0.1
54540446.19906409,1301.0,0.0,0.8706657775897488,BNT,0.0,0.0,0.0,0.0,0.8706657775897488,20251103,62741138.0,62741138,640626,0.565963,62741138,54540446.19906409,0.7568638617935174,0.0,0.0,0.7568638617935174,0.8706657775897488,0.010210621299218386,1.0210621299218385,0.869293225109562,0.01174588850376866,0.6925144924965683,50.0,neutral,0.0
0.0,0.0,0.0,0.0,BTC,18558422925.0,0.4523541965164553,0.2558954716849906,0.1876125706136993,0.4523541965164553,20251103,2185877651184.0,2185878418402,38564617354,109560.0,2185878418402,18558422925.0,0.0,34817934.31495458,0.0015928577738741959,-0.0015928577738741959,0.0,0.017642617736348256,1.7642617736348256,0.00849014417671375,2.0780115589482397,0.1757093913652392,95.65217391304348,long,0.1
2761382074.37472,778744.0,0.0,10.293452783579864,CAKE,0.0,0.0,0.0,0.0,10.293452783579864,20251103,832253256.0,867907317,89530419,2.44,867907317,2761382074.37472,32.75022049387792,0.0,0.0,32.75022049387792,10.293452783579864,0.10315665883480506,10.315665883480506,3.1816554835828397,0.03242232207952354,21.102878416696875,15.217391304347828,short,-0.1111111111111111
2560810183.116164,148406.0,0.0,2.115275484186202,COMP,0.0,0.0,0.0,0.0,2.115275484186202,20251103,336458332.0,349039539,17546495,34.89,349039539,2560810183.116164,15.5192131399188,0.0,0.0,15.5192131399188,2.115275484186202,0.050270794679224004,5.0270794679224,7.3367337994225466,0.006851931125425414,9.46133027058482,26.08695652173913,neutral,0.0
1488010.4998400914,78.0,0.0,1.913292950759388,CRO,0.0,0.0,0.0,0.0,1.913292950759388,20251103,5185879289.0,14098860756,18367848,0.143535,14098860756,1488010.4998400914,0.00020193120914315101,0.0,0.0,0.00020193120914315101,1.9132929507593877,0.0013027895173858826,0.13027895173858825,0.00010554118702157154,12.343896768184024,0.39579754749076507,69.56521739130434,neutral,0.0
2584549049.40952,65649.0,0.0,0.9271205359973516,CRV,5419965.0,0.5373992605229,0.5373992605229,0.0,1.4645197965202517,20251103,657131688.0,1073182091,95127655,0.462681,1073182091,2589969014.40952,2.2327883777553645,0.0,0.0,2.2327883777553645,0.9251803734595259,0.08864074027862248,8.864074027862248,2.4133546731069333,0.03672926373665049,2.2994770852435806,41.30434782608695,neutral,0.0
990972400.7360544,88691.0,0.0,3.2667120674556847,CVX,0.0,0.0,0.0,0.0,3.2667120674556847,20251103,173440519.0,211392545,7464873,2.12,211392545,990972400.7360544,15.313792168025604,0.0,0.0,15.313792168025604,3.2667120674556847,0.035312848899188946,3.5312848899188944,4.6878304092325225,0.007532876792991806,9.429056594897107,28.26086956521739,neutral,0.0
0.0,0.0,0.0,0.0,DAI,907157628.0,1.0945557104665826,0.4594533439743395,0.0040613613163488,1.0945557104665826,20251103,4655584411.0,4655584411,93406332,1.0,4655584411,907157628.0,0.0,36842.948981899346,0.0007913710874804144,-0.0007913710874804144,0.0,0.020063288247830675,2.0063288247830675,0.1948536527136335,0.10296593350147082,0.20027676548894058,93.47826086956522,long,0.1
