Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,326142124579.07495,16967.1336671,19221993.0,22895392882.21,-0.01415075,-1.17325982,2.18416341,20221201
2,Ethereum,ETH,156182574199.62717,1276.27392209,122373866.2178,6857935276.41,-0.13133301,-1.49840662,6.00429629,20221201
3,Tether,USDT,65365585068.99866,1.00004443,65362681003.3144,29913541569.36,-0.00120325,0.00289862,0.06236108,20221201
4,BNB,BNB,46713966636.39787,292.01621588,159970454.0206856,1433086339.66,-0.24849666,-2.91831832,-2.79987922,20221201
5,USD Coin,USDC,43049959265.83718,1.00000278,43049839699.55752,2503961406.67,0.00192179,-0.00056056,-0.0211998,20221201
6,Binance USD,BUSD,22158660909.398468,1.00000592,22158529770.639256,7629631366.25,0.02172431,0.0006079,-0.10250958,20221201
7,XRP,XRP,19950475176.92058,0.39670837,50290028663.0,742091190.65,-0.14825043,-2.94430354,-1.3144144,20221201
8,Dogecoin,DOGE,13477200487.657131,0.1015838,132670764299.89409,891639200.27,-0.22229026,-4.93730715,24.67229753,20221201
9,Cardano,ADA,10832906105.454521,0.31448371,34446636297.181,205527704.48,-0.26735709,-1.37948687,-0.62391152,20221201
10,Polygon,MATIC,7934046828.016208,0.90837628,8734317475.28493,468978302.83,-0.49644322,-3.05440941,6.95589052,20221201
11,Polkadot,DOT,6162578353.128595,5.40216409,1140761044.0804086,165178263.11,0.12545817,-1.28655363,0.19095669,20221201
12,Dai,DAI,5660855402.606906,0.99954085,5663455795.723053,226324772.23,-0.04317288,0.00659553,-0.07958891,20221201
13,Litecoin,LTC,5560825163.370343,77.518003,71735918.7284131,662986877.67,-0.56468215,-2.24432771,-1.66452219,20221201
14,Shiba Inu,SHIB,5050706440.577107,9.2e-06,549063278876301.94,111818633.93,-0.02829269,-1.5200423,1.99782098,20221201
15,TRON,TRX,4989344602.834818,0.05415367,92133087142.33687,197459343.41,-0.13979989,-0.86347717,2.39284112,20221201
16,Solana,SOL,4903185919.923133,13.48096807,363711707.89561486,232200064.72,-0.25791186,-4.49491464,-7.55285087,20221201
17,Uniswap,UNI,4495994937.002653,5.89863543,762209326.5354977,104496530.73,0.0595943,0.53027551,8.20580423,20221201
18,Avalanche,AVAX,3996503054.2839174,12.88773296,310101323.9790783,152241995.47,-0.10748997,-2.04955424,-0.41032952,20221201
19,Chainlink,LINK,3905161897.1361475,7.68732702,507999970.4527867,352481290.0,-0.72110773,0.09146531,12.52523672,20221201
20,UNUS SED LEO,LEO,3689822647.04448,3.8679246,953954130.0,3715883.04,0.056834,-1.46741201,-8.31785246,20221201
21,Wrapped Bitcoin,WBTC,3638836837.005984,16937.02642415,214845.08235854,84280308.37,-0.06170864,-1.13277948,2.65700464,20221201
22,Cosmos,ATOM,2937163678.7785993,10.25652349,286370297.0,101162423.97,-0.03986191,-2.31079815,1.03652509,20221201
23,Ethereum Classic,ETC,2724086195.410741,19.73070658,138063286.47850955,120022530.92,-0.44814464,-2.76379868,-2.37863582,20221201
24,Monero,XMR,2628388453.7881165,144.35307146,18208053.53936581,88989235.07,0.68315692,1.5708757,5.56119114,20221201
25,Stellar,XLM,2250544059.78216,0.08752961,25711803156.629005,46242586.08,-0.11225308,-2.52377938,-2.73304374,20221201
26,Toncoin,TON,2214728312.909155,1.81326852,1221401181.0,9046817.09,0.26523899,2.78263039,3.74258137,20221201
27,Bitcoin Cash,BCH,2122820836.4350955,110.30767287,19244543.75,170949347.9,-0.34739238,-2.71896328,-4.84072311,20221201
28,Algorand,ALGO,1714405687.1686597,0.24074885,7121137667.105304,46685927.48,-0.06977307,-3.04114985,-0.56367052,20221201
29,Cronos,CRO,1647898244.536551,0.06522968,25263013692.0,17959251.32,-0.12732265,-0.59366838,-0.38776732,20221201
30,Quant,QNT,1464761793.7588859,121.32805282,12072738.0,29656405.0,-0.15726081,-1.99847848,6.58304939,20221201
31,Filecoin,FIL,1447759244.8600893,4.38476392,330179520.0,98437807.56,0.23656058,-0.83250402,-0.17418017,20221201
32,NEAR Protocol,NEAR,1445652565.5463314,1.73645196,832532428.0,100734674.25,0.70766214,0.88642261,5.62499127,20221201
33,ApeCoin,APE,1403569051.0252757,3.88531225,361250000.0,125738504.97,-1.0372597,-5.01437035,16.92526667,20221201
34,VeChain,VET,1380894458.6423168,0.01904389,72511146418.0,30303844.03,-0.02627024,-1.20666678,-0.30830365,20221201
35,OKB,OKB,1313113354.116542,21.88522257,60000000.0,20070082.58,-0.65459868,1.85283418,3.64549028,20221201
36,Flow,FLOW,1140746117.928676,1.10089376,1036200000.0,28323708.37,0.09580634,-2.743297,-4.12508394,20221201
37,Internet Computer,ICP,1129463458.7485104,4.11717531,274329698.00750315,29070033.67,-0.22731824,0.25763166,6.05558935,20221201
38,Hedera,HBAR,1128924368.7474964,0.04915169,22968168350.94327,13256398.78,0.22196381,-3.03447949,-0.84487732,20221201
39,MultiversX (Elrond),EGLD,1031045258.1322432,43.37912098,23768237.68875672,17923139.66,0.03591708,-0.87511439,1.47984071,20221201
40,Huobi Token,HT,1028522418.9255326,6.70668938,153357694.25441208,17800545.27,-0.95565354,-3.80495676,21.03198182,20221201
41,Terra Classic,LUNC,1008561533.3136696,0.00016867,5979463010885.3955,128603997.86,1.18525116,2.23320248,4.00211044,20221201
42,EOS,EOS,1001521028.7835197,0.93099198,1075756883.902,122240550.67,-0.08592521,-1.99371733,2.12250534,20221201
43,Chiliz,CHZ,983379752.8626968,0.16022796,6137379084.406859,135234736.57,-0.58594657,-3.22994237,-9.64055871,20221201
44,Pax Dollar,USDP,947854137.3909079,1.0023383,945642940.11,1945725.56,-0.11717354,-0.34140209,0.13664758,20221201
45,Trust Wallet Token,TWT,935124845.7793834,2.24438994,416649900.0,100269445.05,-1.52199434,6.95817929,4.25914831,20221201
46,Theta Network,THETA,921375632.2457494,0.92137563,1000000000.0,21331446.11,-0.03653254,-4.03820644,3.04068165,20221201
47,Tezos,XTZ,919820951.8072963,1.00184407,918127863.467367,15882169.16,0.19412408,-1.74294444,-0.39868633,20221201
48,Aave,AAVE,896109310.8513494,63.58455018,14093192.58056459,59317817.49,-0.29434995,-2.70619291,9.32009574,20221201
49,The Sandbox,SAND,866444181.9731381,0.57783358,1499470108.2233226,89325651.39,0.03519065,-2.09102525,2.46612803,20221201
50,Chain,XCN,860238092.7267706,0.04006179,21472783889.0,11167072.45,-0.04380755,-1.76588309,-4.36470521,20221201
51,TrueUSD,TUSD,813458675.3815643,0.99976738,813647948.4170902,32886811.24,0.01661113,0.02820926,0.00469379,20221201
52,Bitcoin SV,BSV,809289815.130293,42.06284928,19240014.14423905,29405875.66,-0.26593744,-1.14301934,5.41326554,20221201
53,Decentraland,MANA,748470148.2256511,0.40346964,1855084191.7804768,50796568.11,-0.09637716,-1.6923429,2.40381329,20221201
54,USDD,USDD,715229687.3691087,0.9860721,725332035.84428,52401828.01,0.12025642,-0.32019965,-0.42668252,20221201
55,Zcash,ZEC,709930622.1891677,44.86418747,15823993.75,49577376.52,-0.00794569,3.52829727,2.74224787,20221201
