Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,860951836726.2927,43943.09722897,19592425.0,19330573863.32,0.09453836,-0.10479134,3.96996144,20240107
2,Ethereum,ETH,267155209385.24936,2222.86588849,120185032.65021707,6490053615.23,0.24789009,-0.83684042,-2.56875522,20240107
3,Tether USDt,USDT,93612632116.0346,1.00060664,93555877475.61572,32666859533.92,0.00311394,0.00147402,0.08768396,20240107
4,BNB,BNB,45945745811.35298,302.89054183,151690922.84599486,817795074.57,0.23582953,-1.59325298,-3.05507775,20240107
5,Solana,SOL,38549501330.28606,89.276347,431799716.5673096,2288061691.69,-0.34408533,-4.88119062,-12.04804978,20240107
6,XRP,XRP,29910096169.13274,0.55174054,54210437480.0,901525411.93,-0.08589222,-2.95004598,-10.2775155,20240107
7,USDC,USDC,25384180608.90753,0.99998002,25384687714.98464,3454405965.18,0.00739427,-0.01325874,-0.00896164,20240107
8,Cardano,ADA,17481939718.41892,0.49417353,35376115338.616,403756656.24,-0.33249773,-5.53029181,-16.83447295,20240107
9,Avalanche,AVAX,12327992435.219036,33.6296541,366581006.1056762,626766432.99,0.23593302,-2.87234386,-12.7520271,20240107
10,Dogecoin,DOGE,11151707494.114655,0.07822459,142560126383.7052,399266340.92,0.25814761,-3.02442054,-12.57044526,20240107
11,TRON,TRX,9084136731.19809,0.10289801,88282922947.48805,168263085.92,-0.33881354,-0.98041591,-4.43443083,20240107
12,Polkadot,DOT,8723984272.543194,6.8958329,1265109581.8957765,223805099.95,-0.50620181,-3.40389192,-15.8427665,20240107
13,Polygon,MATIC,7657181541.097095,0.80074111,9562618278.330952,314333288.59,-0.57880155,-3.32017467,-17.50111607,20240107
14,Toncoin,TON,7645517159.000243,2.21209319,3456236475.414849,59955200.67,-1.05751791,2.24171653,-4.23985836,20240107
15,Chainlink,LINK,7465002354.363571,13.14029703,568099970.4527867,310835367.92,-0.10136974,-2.14534539,-12.08223813,20240107
16,Dai,DAI,5345558128.262525,0.99956423,5347888595.7464075,200184311.27,0.08755062,-0.01994338,0.01512557,20240107
17,Shiba Inu,SHIB,5312986857.280251,9.02e-06,589300040651821.9,130490363.3,-0.67851461,-6.13446883,-12.80560574,20240107
18,Internet Computer,ICP,5121268878.911836,11.25751018,454920208.5389946,155935169.51,-0.60903954,-6.40137228,-15.48582394,20240107
19,Litecoin,LTC,4759376586.551991,64.25747084,74067287.80611213,259336848.54,-0.06417253,-2.1600011,-11.73234885,20240107
20,Bitcoin Cash,BCH,4552245288.1811695,232.16849864,19607506.25,194108741.3,0.01249736,-1.6575771,-10.45056414,20240107
21,UNUS SED LEO,LEO,3707544055.015155,3.99515039,928011135.9,881626.46,0.2812062,-0.5465405,0.52655491,20240107
22,Cosmos,ATOM,3593460078.614746,9.40857865,381934425.0,148117125.44,-0.39190958,-4.29602643,-11.17245138,20240107
23,Uniswap,UNI,3590941207.464044,6.00304104,598187015.71,84146908.09,-0.44489105,-4.86412733,-16.96085622,20240107
