Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,1374118953284.7642,69482.4698508,19776484.0,49989795365.09,0.12649807,-1.04352894,4.26163923,20241101
2,Ethereum,ETH,302454096062.9433,2511.88554797,120409186.75892115,20215438327.89,0.00749366,-0.15556383,3.11796472,20241101
3,Tether USDt,USDT,120505514348.0593,0.99944171,120572829275.28133,75894767745.85,0.01242836,0.08201987,0.12814533,20241101
4,BNB,BNB,82534998024.76337,572.76224243,144099928.22523928,1708220753.46,0.18445572,-0.56806402,-0.25970535,20241101
5,Solana,SOL,78282341378.6891,166.26212675,470836882.1583976,3157093059.71,0.33450352,-1.28710339,0.9136089,20241101
6,USDC,USDC,34863915721.370865,0.99984808,34869213016.0593,9015564726.85,0.00576712,-0.01636995,0.00250593,20241101
7,XRP,XRP,29166134793.704773,0.51286831,56868662755.0,1284409585.59,0.30743629,0.71316061,2.18153046,20241101
8,Dogecoin,DOGE,23339038998.560303,0.15918486,146615946383.7052,2406203136.21,0.73890245,-1.35523813,21.50306143,20241101
9,TRON,TRX,14465280338.10556,0.16731291,86456452888.66513,387638211.61,0.00263634,-0.50983062,3.14237026,20241101
10,Cardano,ADA,12496376880.00406,0.35708993,34995041871.64477,368246240.8,-0.01051938,4.45954232,10.07307506,20241101
11,Toncoin,TON,12450351103.543056,4.89397274,2544017259.0576577,168921862.07,0.21695531,1.11327792,2.62194524,20241101
12,Shiba Inu,SHIB,10364100965.60402,1.759e-05,589261252948606.5,389557839.32,0.66231195,-1.71363315,6.32776417,20241101
13,Avalanche,AVAX,10092818861.183912,24.79058034,407123137.938173,258046918.35,0.0871462,-0.90555384,-0.41139524,20241101
14,Chainlink,LINK,7062034375.657468,11.26590844,626849970.4527867,305584670.99,-0.06544185,-1.36871087,1.55489052,20241101
15,Bitcoin Cash,BCH,6915922251.789867,349.59904002,19782440.625,273732546.32,0.39432154,-2.40660452,0.44092008,20241101
16,Polkadot,DOT,5911653964.189132,3.90680902,1513166867.343944,142144666.12,0.20836407,-1.25466512,-2.02491382,20241101
