date,Symbol,Name,Rank,Price,Market Cap,Circulating Supply,max_supply,circulating_pct,potential_dilution_pct,locked_tokens
2021-01-01,BTC,Bitcoin,1,29374.15188907,546001594837.51166,18587825.0,21000000.0,88.51345238095239,12.977177265226029,2412175.0
2021-01-01,ETH,Ethereum,2,730.36756913,83318539689.41852,114077545.624,,,,
2021-01-01,USDT,Tether,3,1.00191574,21116011794.900906,21075636250.17833,,,,
2021-01-01,XRP,XRP,4,0.23744438,10780931627.255676,45404028640.0,100000000000.0,45.40402864,120.244773416212,54595971360.0
2021-01-01,LTC,Litecoin,5,126.23034575,8358909485.907864,66219492.91134237,84000000.0,78.83272965635996,26.850865669513617,17780507.088657632
2021-01-01,DOT,Polkadot,6,8.30681869,7442884317.763642,895996963.3657279,,,,
2021-01-01,BCH,Bitcoin Cash,7,341.98564658,6361227988.967737,18600862.5,21000000.0,88.5755357142857,12.897990617370567,2399137.5
2021-01-01,ADA,Cardano,8,0.17534993,5455571952.5957365,31112484646.0,45000000000.0,69.13885476888889,44.63647153871865,13887515354.0
2021-01-01,BNB,Binance Coin,9,37.90501081,5473732252.439035,144406560.9,137737824.1,104.84161619625876,-4.618028958267375,-6668736.800000012
2021-01-01,LINK,Chainlink,10,11.8725549,4737262863.865625,399009556.4344444,1000000000.0,39.90095564344444,150.62056381205892,600990443.5655556
2021-01-01,USDC,USD Coin,11,0.99982324,4029299602.389631,4030011965.2592,,,,
2021-01-01,WBTC,Wrapped Bitcoin,12,29349.44212426,3396051533.934905,115710.93990667,,,,
2021-01-01,BSV,Bitcoin SV,13,163.11580962,3036168624.293513,18613576.64423905,,,,
2021-01-01,XLM,Stellar,14,0.13240799,2901669479.1338143,21914610149.561,50001806812.0,43.82763653312961,128.16653579850083,28087196662.439
2021-01-01,EOS,EOS,15,2.63543894,2474974459.4742894,939112806.6655,,,,
2021-01-01,XMR,Monero,16,136.0458617,2421861835.504768,17801804.51843995,,,,
2021-01-01,XEM,NEM,17,0.22233914,2001052266.3359609,8999999999.0,,,,
2021-01-01,THETA,THETA,18,1.97147731,1971477307.82419,1000000000.0,1000000000.0,100.0,0.0,0.0
2021-01-01,TRX,TRON,19,0.02693957,1930480208.2789795,71659657369.49,,,,
2021-01-01,XTZ,Tezos,20,2.00891933,1517456360.679921,755359530.386984,,,,
2021-01-01,CRO,Crypto.com Coin,21,0.05958685,1339044330.8424785,22472146117.38813,100000000000.0,22.47214611738813,344.9953265595031,77527853882.61188
2021-01-01,LEO,UNUS SED LEO,22,1.35640531,1355725603.45741,999498892.9,,,,
2021-01-01,CEL,Celsius,23,5.46873312,1306280841.0216465,238863519.826,,,,
2021-01-01,UNI,Uniswap,24,4.7362491,1273682447.7946596,268922183.4052105,,,,
2021-01-01,ATOM,Cosmos,25,5.86855577,1221517403.5379727,208146169.566301,,,,
2021-01-01,VET,VeChain,26,0.01908011,1227148151.4249742,64315576989.0,86712634466.0,74.17094104575743,34.823690504759995,22397057477.0
2021-01-01,DAI,Dai,27,1.00448694,1207045951.5533614,1201654203.4467597,,,,
2021-01-01,AAVE,Aave,28,90.34967103,1087592822.2173798,12037595.81866642,,,,
2021-01-01,BUSD,Binance USD,29,1.0001,1077268493.167709,1077160777.09,,,,
2021-01-01,HT,Huobi Token,30,5.19183866,1038763319.6943172,200076194.2544121,,,,
2021-01-01,NEO,Neo,31,14.50169247,1022932434.4303304,70538831.0,,,,
2021-01-01,FIL,Filecoin,32,22.29101,993826959.3241909,44584205.0,,,,
2021-01-01,REV,Revain,33,0.01167708,993269895.4520292,85061485689.83401,,,,
2021-01-01,SNX,Synthetix,34,8.35959683,923897164.4040362,110519344.85591938,339889850.089,32.516223955196054,207.53878475492576,229370505.23308063
2021-01-01,DASH,Dash,35,88.24170498,873563641.5371596,9899668.66283878,18900000.0,52.37919927427925,90.9154805447835,9000331.33716122
2021-01-01,ZIL,Zilliqa,36,0.07907546,854140014.6686461,10801581328.397951,,,,
2021-01-01,MIOTA,IOTA,37,0.2913477,809809747.6918263,2779530283.0,,,,
2021-01-01,DOGE,Dogecoin,38,0.00568496,726323310.6655002,127762182510.78972,,,,
2021-01-01,ETC,Ethereum Classic,39,5.70434815,663491552.3607522,116313299.0,210700000.0,55.20327432368296,81.14867501092888,94386701.0
2021-01-01,YFI,yearn.finance,40,21901.96751047,656372548.6886356,29968.65685125,,,,
2021-01-01,COMP,Compound,41,145.39103414,641940432.2153555,4415268.35557864,,,,
2021-01-01,WAVES,Waves,42,6.00228428,623950151.2861223,103952116.0,,,,
2021-01-01,ZEC,Zcash,43,56.79283185,614377755.8180543,10817875.0,21000000.0,51.513690476190476,94.12315265243866,10182125.0
2021-01-01,SUSHI,SushiSwap,44,3.33109137,593611623.0642546,178203344.55909917,,,,
2021-01-01,KSM,Kusama,45,69.49979968,588670118.2656912,8470098.05726206,,,,
2021-01-01,MKR,Maker,46,582.22219781,580549443.0695821,997126.94783642,,,,
2021-01-01,OKB,OKB,47,9.21025037,552615022.4805366,60000000.0,21000000.0,285.7142857142857,-65.0,-39000000.0
2021-01-01,FTT,FTX Token,48,5.82100255,549193880.6577386,94346957.5237492,352170015.0,26.790173355261153,273.271194157322,257823057.4762508
2021-01-01,DCR,Decred,49,41.10793036,511205596.0520976,12435692.86010744,21000000.0,59.21758504813067,68.8687573441611,8564307.13989256
2021-01-01,ALGO,Algorand,50,0.39812911,475506413.9947341,1194352298.307448,10000000000.0,11.94352298307448,737.2738943250913,8805647701.692553
2021-01-01,GRT,The Graph,51,0.36321666,452446964.83417714,1245666867.0,,,,
2021-01-01,UMA,UMA,52,7.92643688,439970123.5547723,55506670.91264081,,,,
2021-01-01,RENBTC,renBTC,53,29350.68200061,387297468.4842376,13195.51853944,,,,
2021-01-01,EGLD,Elrond,54,26.06504341,383022211.9018254,14694861.84765902,,,,
2021-01-01,DGB,DigiByte,55,0.026556,369107371.8528426,13899209797.7975,,,,
2021-01-01,ONT,Ontology,56,0.44908522,361305139.5718175,804535798.0,,,,
2021-01-01,OMG,OMG Network,57,2.50153307,350828501.5608468,140245398.24513277,,,,
2021-01-01,NEXO,Nexo,58,0.58120718,325476029.97093505,560000011.0,1000000000.0,56.0000011,78.57142506377558,439999989.0
2021-01-01,LUNA,Terra,59,0.64944285,315256089.62816685,485425455.366176,,,,
2021-01-01,BAT,Basic Attention Token,60,0.20512554,306166460.301692,1492580869.4324162,,,,
2021-01-01,STX,Blockstack,61,0.43034962,306337504.6297866,711834031.950991,,,,
2021-01-01,BTT,BitTorrent,62,0.00029404,291092584.5152264,989980327999.1244,,,,
2021-01-01,REN,Ren,63,0.31702494,280418867.1426885,884532524.8008337,,,,
2021-01-01,AVAX,Avalanche,64,3.66482291,281960682.51495993,76937055.27646953,715748719.0,10.749171215278071,830.3042811139471,638811663.7235305
2021-01-01,ZRX,0x,65,0.37497165,281143278.8799482,749772093.9255235,,,,
2021-01-01,TUSD,TrueUSD,66,1.00005709,275047238.5576259,275031536.94,,,,
2021-01-01,NEAR,NEAR Protocol,67,1.35732204,267271665.54687363,196911019.0,,,,
2021-01-01,ICX,ICON,68,0.44956428,260540823.67363587,579540759.115955,,,,
2021-01-01,PAX,Paxos Standard,69,1.00283502,245646398.5067537,244951954.49426377,,,,
2021-01-01,RSR,Reserve Rights,70,0.02532359,236775556.36398587,9349998999.99994,100000000000.0,9.34999899999994,969.5188309645877,90650001000.00006
2021-01-01,CHSB,SwissBorg,71,0.25550061,238302310.8459907,932687844.814276,,,,
2021-01-01,HBAR,Hedera Hashgraph,72,0.03292482,222601630.0870891,6760907519.0,50000000000.0,13.521815038000002,639.5456876090425,43239092481.0
2021-01-01,QTUM,Qtum,73,2.27226981,221594332.23465604,97521135.6605668,,,,
2021-01-01,LRC,Loopring,74,0.17575433,211346010.08178267,1202508120.7359395,,,,
2021-01-01,AMPL,Ampleforth,75,0.98267128,211107308.5827893,214830037.2138273,,,,
2021-01-01,ABBC,ABBC Coin,76,0.24145042,203509933.4480325,842864280.1315403,,,,
2021-01-01,RUNE,THORChain,77,1.29404441,205018157.76776817,158432088.34333336,,,,
2021-01-01,EWT,Energy Web Token,78,6.44240813,193672562.32618383,30062138.0,,,,
2021-01-01,UST,TerraUSD,79,1.0017969,182344045.96913287,182016980.256419,,,,
2021-01-01,CELO,Celo,80,1.46015193,181712574.24221748,124447717.0,,,,
2021-01-01,REP,Augur,81,16.35796544,179937619.80989796,11000000.0,,,,
2021-01-01,TFUEL,Theta Fuel,82,0.03349283,166212564.18275788,4962631792.0,,,,
2021-01-01,KNC,Kyber Network,83,0.79810451,160293241.38359994,200842421.37369192,,,,
2021-01-01,HEDG,HedgeTrade,84,0.47337303,160583026.9766162,339231468.3751734,,,,
2021-01-01,SC,Siacoin,85,0.0033875,153274124.20490196,45246922992.0,,,,
2021-01-01,HUSD,HUSD,86,0.99972622,151322699.97260064,151364141.05754706,,,,
2021-01-01,NXM,NXM,87,26.13029862,151591010.66243017,5801350.10492685,,,,
2021-01-01,BTG,Bitcoin Gold,88,8.49815184,148835982.03137395,17513923.589,,,,
2021-01-01,LSK,Lisk,89,1.16085028,147216778.13577354,126818058.2690566,,,,
2021-01-01,MAID,MaidSafeCoin,90,0.32430388,146764505.34756252,452552412.0,,,,
2021-01-01,OCEAN,Ocean Protocol,91,0.34802874,145833383.78433055,419026836.7678136,,,,
2021-01-01,NANO,Nano,92,1.03069653,137338557.2506446,133248297.197,,,,
2021-01-01,QNT,Quant,93,11.03564648,133230468.59342012,12072738.0,14881364.0,81.1265553345782,23.264200714038523,2808626.0
2021-01-01,ANT,Aragon,94,3.22385707,127695440.1703041,39609522.80952381,,,,
2021-01-01,CVT,CyberVein,95,0.11955279,126774313.05599923,1060404495.65,,,,
2021-01-01,MANA,Decentraland,96,0.08373839,124248831.1839782,1483773747.878867,,,,
2021-01-01,BNT,Bancor,97,1.28979046,124012703.0184991,96149496.50748476,,,,
2021-01-01,ZEN,Horizen,98,11.7912332,125076611.57837312,10607593.75,21000000.0,50.51235119047619,97.97138252961469,10392406.25
2021-01-01,ZB,ZB Token,99,0.26361949,122131960.74983296,463288810.0,,,,
2021-01-01,XVG,Verge,100,0.00732859,120280608.78382663,16412512543.36338,,,,
2021-01-01,BAND,Band Protocol,101,5.5082128,112885492.3090792,20494032.51749998,,,,
2021-01-01,CHZ,Chiliz,102,0.02090444,113503346.56902257,5429628748.660311,,,,
2021-01-01,ENJ,Enjin Coin,103,0.13601029,111954202.25454688,823130411.4082638,,,,
2021-01-01,GNO,Gnosis,104,72.70907216,109397270.16469193,1504589.0,,,,
2021-01-01,SNT,Status,105,0.03129488,108608369.33316296,3470483788.0,,,,
2021-01-01,RIF,RSK Infrastructure Framework,106,0.15729368,106602121.27718756,677726677.4006133,,,,
2021-01-01,HOT,Holo,107,0.00064032,107092622.49628678,167249427984.91364,,,,
2021-01-01,NMR,Numeraire,108,22.94886007,102481578.79199404,4465650.08019446,,,,
2021-01-01,RVN,Ravencoin,109,0.01297455,101448234.67829052,7819020000.0,,,,
2021-01-01,BAL,Balancer,110,13.93307808,96748939.47497389,6943831.0,,,,
2021-01-01,CRV,Curve DAO Token,111,0.62233418,96647228.59583531,155297960.60620522,3030303030.299,5.124832700011589,1851.2832096894379,2875005069.692795
2021-01-01,CKB,Nervos Network,112,0.00403515,88668290.16152985,21973976375.64568,,,,
2021-01-01,MONA,MonaCoin,113,1.35421662,89012218.3468082,65729674.87116792,,,,
2021-01-01,IOST,IOST,114,0.00580167,88905448.95079756,15324121695.471115,,,,
2021-01-01,BCD,Bitcoin Diamond,115,0.47052212,87749033.81680258,186492897.953,,,,
2021-01-01,AR,Arweave,116,2.61659643,87380455.4400555,33394701.0,,,,
2021-01-01,HNT,Helium,117,1.3566573,86615259.05181742,63844611.95028748,223000000.0,28.62987082972533,249.2855437411674,159155388.0497125
2021-01-01,MATIC,Matic Network,118,0.01781169,85710293.4598175,4812024448.0,,,,
2021-01-01,OXT,Orchid,119,0.23065308,84784463.76765195,367584352.0,,,,
2021-01-01,SOL,Solana,120,1.84208404,85785758.3765321,46569948.18255906,,,,
2021-01-01,DX,DxChain Token,121,0.00168517,84258666.45897117,49999999999.6862,,,,
2021-01-01,1INCH,1inch,122,1.15537694,83376816.78257279,72164169.0,,,,
2021-01-01,ARDR,Ardor,123,0.08288713,82804201.2881228,998999495.0,,,,
2021-01-01,BTM,Bytom,124,0.05459569,76347822.99591367,1398422219.003,,,,
2021-01-01,PAXG,PAX Gold,125,1928.3507424,75961064.07651533,39391.726,,,,
2021-01-01,GNT,Golem,126,0.1110478,72173057.32956617,649927869.0611998,,,,
2021-01-01,DIVI,Divi,127,0.03298985,68427013.00698227,2074184025.259506,,,,
2021-01-01,UBT,Unibright,128,0.45955973,68382486.77050722,148799999.24349335,,,,
2021-01-01,PNK,Kleros,129,0.10998434,65801324.24210254,598279011.8211381,,,,
2021-01-01,BTS,BitShares,130,0.02154544,64524921.50729085,2994830000.0,,,,
2021-01-01,STEEM,Steem,131,0.16186904,64013388.674579,395464075.006,,,,
2021-01-01,STORJ,Storj,132,0.2962874,64027305.51063247,216098644.6261857,,,,
2021-01-01,ROSE,Oasis Network,133,0.04218091,63271369.43121,1500000000.0,,,,
2021-01-01,IQ,Everipedia,134,0.00650202,64725903.02693603,9954740102.8,,,,
2021-01-01,INJ,Injective Protocol,135,4.06944002,60940593.75840189,14975179.24450001,,,,
2021-01-01,YFII,DFI.Money,136,1584.80835459,61167263.25391777,38596.0,,,,
2021-01-01,KAVA,Kava.io,137,1.30553647,61198628.00233327,46876230.0,,,,
2021-01-01,KMD,Komodo,138,0.49068267,60570971.87969173,123442247.20807,,,,
2021-01-01,RLC,iExec RLC,139,0.74987553,60043128.39577672,80070793.23876736,,,,
2021-01-01,VLX,Velas,140,0.02842146,59864021.02814325,2106296362.0,,,,
2021-01-01,SXP,Swipe,141,0.7167555,60162288.10189347,83936975.0,,,,
2021-01-01,LBC,LBRY Credits,142,0.11926071,61596734.48325616,516488054.7618796,,,,
2021-01-01,NOIA,Syntropy,143,0.18260531,58688584.74621392,321395830.4219282,,,,
2021-01-01,ELF,aelf,144,0.1072004,58368493.21998898,544480199.9864658,,,,
2021-01-01,ANKR,Ankr,145,0.00900245,58482033.37779877,6496232711.125,,,,
2021-01-01,CVC,Civic,146,0.08590434,57555906.1332343,670000000.0,,,,
2021-01-01,SRM,Serum,147,1.13256886,56628442.953054,50000000.0,,,,
2021-01-01,KCS,KuCoin Shares,148,0.68829844,55145533.15466524,80118638.0,200000000.0,40.059319,149.62980523957484,119881362.0
2021-01-01,UTK,Utrust,149,0.12250132,55123267.98362662,449980999.543386,,,,
2021-01-01,POLY,Polymath,150,0.09935901,55210910.9611008,555670900.5449198,,,,
2021-01-01,WAXP,WAX,151,0.03646079,53608268.59558778,1470298959.5311728,,,,
2021-01-01,WAN,Wanchain,152,0.3160649,53424002.41766836,169028581.17449087,,,,
2021-01-01,TRAC,OriginTrail,153,0.1538203,52275345.81682631,339846870.0107807,,,,
2021-01-01,JST,JUST,154,0.02286098,51673288.64946293,2260326706.0,,,,
2021-01-01,TMTG,The Midas Touch Gold,155,0.00624268,51446579.63660454,8241111255.708743,,,,
2021-01-01,TOMO,TomoChain,156,0.67638785,51740846.89534862,76495825.0,,,,
2021-01-01,HIVE,Hive,157,0.1180397,49529072.60042959,419596742.115,,,,
2021-01-01,ARK,Ark,158,0.3911326,49354623.57683325,126183867.43841124,,,,
2021-01-01,FUN,FunFair,159,0.00720264,47169221.43266799,6548879188.66342,,,,
2021-01-01,STRAX,Stratis,160,0.47877664,47913323.04834775,100074480.17004512,,,,
2021-01-01,NRG,Energi,161,1.29960763,47214816.41766197,36330054.70691828,,,,
2021-01-01,ETN,Electroneum,162,0.00459355,46958218.87418282,10222642659.87,,,,
2021-01-01,KP3R,Keep3rV1,163,226.76074051,45352374.86370718,200001.0,,,,
2021-01-01,UQC,Uquid Coin,164,4.53344575,45334457.49640085,9999999.99999999,,,,
2021-01-01,FTM,Fantom,165,0.01722761,43844371.2057754,2545006273.0,,,,
2021-01-01,POWR,Power Ledger,166,0.0997402,42289092.45154044,423992467.14937,,,,
2021-01-01,SWAP,TrustSwap,167,0.596895,42162972.90071983,70637168.70222129,,,,
2021-01-01,AGI,SingularityNET,168,0.04954251,42266930.3670997,853144671.5865875,,,,
2021-01-01,SHR,ShareToken,169,0.02055779,42163551.43427332,2050977162.49,,,,
2021-01-01,NPXS,Pundi X,170,0.00017851,41881841.91368327,234624488396.4478,,,,
2021-01-01,MCO,MCO,171,2.63287529,41583187.63397327,15793831.09496254,,,,
2021-01-01,ADX,AdEx Network,172,0.36296352,41000501.36523498,112960393.14282128,,,,
2021-01-01,FET,Fetch.ai,173,0.05346741,39892762.40890799,746113681.0,2719493897.0,27.435754933043704,264.4878744690918,1973380216.0
2021-01-01,XLT,Nexalt,174,2.01395754,40022286.04437015,19872457.74895717,,,,
2021-01-01,XHV,Haven Protocol,175,2.78731128,39708634.17526366,14246214.406,,,,
2021-01-01,EURS,STASIS EURO,176,1.22784797,39265604.50098412,31979207.0,,,,
2021-01-01,MLN,Melon,177,26.2218446,38735019.86633116,1477204.23404023,,,,
2021-01-01,GT,GateToken,178,0.51723732,37994465.69165423,73456543.77969088,300000000.0,24.485514593230292,308.4047309654983,226543456.22030914
2021-01-01,SYS,Syscoin,179,0.06247796,37717046.30641093,603685587.351709,,,,
2021-01-01,IOTX,IoTeX,180,0.00663394,38041019.80820736,5734304441.0,,,,
2021-01-01,ALPHA,Alpha Finance Lab,181,0.21757614,37887934.06418689,174136442.0,,,,
2021-01-01,AVA,Travala.com,182,0.7945052,36981910.74414262,46547096.99783155,,,,
2021-01-01,IRIS,IRISnet,183,0.03918509,36768834.56581849,938337309.4125472,,,,
2021-01-01,VGX,Voyager Token,184,0.16551788,36793831.21383129,222295208.0,,,,
2021-01-01,HNS,Handshake ,185,0.10310372,35634884.62432783,345621731.359674,,,,
2021-01-01,QKC,QuarkChain,186,0.00554773,35504963.33765473,6399906497.0,,,,
2021-01-01,UOS,Ultra,187,0.12532334,35405150.90644174,282510439.1606,,,,
2021-01-01,LTO,LTO Network,188,0.13061312,35492780.7867531,271739790.319305,,,,
2021-01-01,XZC,Firo,189,3.0572615,34797882.60099013,11382043.24195062,,,,
2021-01-01,ONE,Harmony,190,0.00424173,34927439.98726701,8234250415.0,,,,
2021-01-01,DIA,DIA,191,1.21909505,34466152.90163019,28271916.0,,,,
