date,portfolio_value,num_longs,num_shorts,daily_return,rolling_30d
2021-09-26,1.0186583438392618,10,10,0.009915390251106881,1.8658343839261793
2021-09-27,1.0114327224272657,10,10,-0.007093272691178432,1.1432722427265674
2021-09-28,1.0056905447008393,10,10,-0.005677271062227596,0.5690544700839295
2021-09-29,1.0065434975830692,10,10,0.00084812658001443,0.6543497583069158
2021-09-30,1.011938690583329,10,10,0.00536011907405376,1.193869058332897
2021-10-01,1.0144563809901548,10,10,0.0024879870986793673,1.4456380990154782
2021-10-02,1.0212554492346242,10,10,0.006702178991504049,2.125544923462419
2021-10-03,1.0209267564078452,10,10,-0.00032185172380261307,2.092675640784525
2021-10-04,1.0036333083097637,10,10,-0.01693897039091119,0.36333083097637164
2021-10-05,0.9988944285107185,10,10,-0.004721724318841103,-0.11055714892814761
2021-10-06,0.9983390573817409,10,10,-0.0005559858110387728,-0.16609426182591092
2021-10-07,1.0037555253135353,10,10,0.005425479341657491,0.37555253135352906
2021-10-08,0.9959733823917314,10,10,-0.007753026235519878,-0.4026617608268612
2021-10-09,1.000508757159052,10,10,0.004553710819489298,0.050875715905207564
2021-10-10,1.0024797480886805,10,10,0.0019699886837822866,0.24797480886804557
2021-10-11,1.0012612623093886,10,10,-0.0012154717156281913,0.1261262309388611
2021-10-12,1.009090261389162,10,10,0.007819137096860995,0.9090261389161913
2021-10-13,1.0208692428392894,10,10,0.011672871992552958,2.086924283928937
2021-10-14,1.0187367804822818,10,10,-0.002088869237627966,1.8736780482281779
2021-10-15,1.0327284887127166,10,10,0.013734370348158942,3.272848871271661
2021-10-16,1.0300197295807518,10,10,-0.0026229150852042915,3.001972958075183
2021-10-17,1.0340136903139476,10,10,0.0038775575054483813,3.401369031394763
2021-10-18,1.0273393246867637,10,10,-0.0064548135964790365,2.73393246867637
2021-10-19,1.0304096843340032,10,10,0.0029886519219690655,3.040968433400315
2021-10-20,1.0283730866502243,10,10,-0.0019764931509694827,3.3651614328469526
2021-10-21,1.036544114706842,10,10,0.007945587221884098,5.025790799737084
2021-10-22,1.035830903864091,10,10,-0.0006880660771034774,3.7787872845946646
2021-10-23,1.036040326905696,10,10,0.000202178792719776,3.3578361945644453
2021-10-24,1.0306323811377598,10,10,-0.005219821687914239,2.6632590330142536
2021-10-25,1.0322657165982503,10,10,0.001584789581991819,2.34059734808012
2021-10-26,1.0269559022753278,10,10,-0.005143844494245653,0.8145575487845225
2021-10-27,1.0188813591151638,10,10,-0.007862599691256578,0.7364441077230222
2021-10-28,1.007314691299908,10,10,-0.011352320573712937,0.1614956616253993
2021-10-29,1.0093039737825662,10,10,0.001974837158476239,0.2742530458073045
2021-10-30,1.00729402768868,10,10,-0.00199141799308844,-0.4589865905780921
2021-10-31,1.004389685414792,10,10,-0.0028833113212753947,-0.9923241416784467
2021-11-01,0.9983964348144528,10,10,-0.005967057096831985,-2.238324841968087
2021-11-02,1.0030580164445366,10,10,0.004669068786238295,-1.7502470036322881
2021-11-03,1.003007028611939,10,10,-5.083238632430653e-05,-0.06240124681388126
2021-11-04,1.0043681547894474,10,10,0.0013570455028535378,0.5479784572319346
2021-11-05,0.9996561426555797,10,10,-0.004691518853318866,0.13192765164302678
2021-11-06,1.0036827918967497,10,10,0.004028034310351147,-0.007246128658955353
2021-11-07,1.0042965978862997,10,10,0.0006115537643023305,0.8356865395921398
2021-11-08,1.0016798815196213,10,10,-0.0026055214885579714,0.11705288456391738
2021-11-09,0.9976082647956529,10,10,-0.0040647883611193425,-0.48594331230286114
2021-11-10,0.9929441117907216,10,10,-0.004675335168646266,-0.8306673624308258
2021-11-11,0.9961145532947269,10,10,0.003192970748663315,-1.2858818076959766
2021-11-12,0.9968966129756921,10,10,0.0007851101847458075,-2.3482566481211165
2021-11-13,0.9943390495328749,10,10,-0.002565525260621593,-2.394900372386355
2021-11-14,0.9927145127930002,10,10,-0.0016337855187703587,-3.8745881765684054
2021-11-15,0.9974718647945422,10,10,0.004792265994134848,-3.159926344270858
2021-11-16,0.9993999202555646,10,10,0.0019329422002489771,-3.3475156453560695
2021-11-17,1.00060549351113,10,10,0.0012062971300388359,-2.6022396430492867
2021-11-18,1.004813156135012,10,10,0.0042051164531560214,-2.484111765266961
2021-11-19,1.0047719957530503,10,10,-4.096321959001781e-05,-2.2949930529639895
2021-11-20,1.0054717363075623,10,10,0.0006964172543320046,-2.997689915789803
2021-11-21,1.002317803906333,10,10,-0.003136768829337333,-3.235383288212379
2021-11-22,1.0049069356656422,10,10,0.0025831445368111883,-3.0050366217923896
2021-11-23,1.0094949275335037,10,10,0.004565588817259547,-2.0509207736051915
2021-11-24,1.0170679973958259,10,10,0.007501840431061391,-1.4722681338780963
2021-11-25,1.0114477542740588,10,10,-0.005525926620597255,-1.5101084639475904
2021-11-26,1.0097428891675309,10,10,-0.0016855691253687688,-0.8969120757660209
2021-11-27,1.0051802940709813,10,10,-0.0045185711585561394,-0.21188981431139453
2021-11-28,1.010309211085008,10,10,0.0051024846430829385,0.09959708160807157
2021-11-29,1.0134346507472318,10,10,0.003093547626738191,0.6096157516829681
2021-11-30,1.0154567359988083,10,10,0.001995279370096137,1.1018682036191718
2021-12-01,1.0133437650200583,10,10,-0.00208080847154124,1.4971337721556788
2021-12-02,1.017984142028185,10,10,0.00457927227492716,1.4880620401754863
2021-12-03,1.0204223955689882,10,10,0.0023951783138245197,1.7363155451812107
2021-12-04,1.035368875211389,10,10,0.01464734575338933,3.0865893421760715
2021-12-05,1.0430368808662474,10,10,0.007406061586787471,4.339566012711837
2021-12-06,1.045307227223815,10,10,0.002176669300209433,4.14717036728347
2021-12-07,1.0386830124185893,10,10,-0.006337098445993505,3.42393020196039
2021-12-08,1.034021046260467,10,10,-0.00448834351037164,3.2286926529643267
2021-12-09,1.036363757415272,10,10,0.002265631984259109,3.884840772400544
2021-12-10,1.0342090768237644,10,10,-0.0020790775208904266,4.155819501122138
2021-12-11,1.0339756240693734,10,10,-0.0002257307150194121,3.8008751753920267
2021-12-12,1.0343956802398486,10,10,0.00040625345578471084,3.7615803661147362
2021-12-13,1.034258399390266,10,10,-0.00013271599273378953,4.014661787259044
2021-12-14,1.0373169556189081,10,10,0.0029572457235496064,4.49297781498319
2021-12-15,1.0340973367779236,10,10,-0.0031037946729247645,3.6718300812349725
2021-12-16,1.0325404941326863,10,10,-0.001505508804507838,3.3160472805167984
2021-12-17,1.033037470719105,10,10,0.00048131437870257976,3.2412351739316447
2021-12-18,1.0300240116903523,10,10,-0.002917085889106219,2.509009302019205
2021-12-19,1.0299410063949408,10,10,-8.058578680636419e-05,2.5049474655219672
2021-12-20,1.0321133391430122,10,10,0.0021091817245679767,2.6496620316039055
2021-12-21,1.0320076991797578,10,10,-0.00010235306457928584,2.9621239049844705
2021-12-22,1.030502415420095,10,10,-0.0014585974124603496,2.5470497661058245
2021-12-23,1.025584963652541,10,10,-0.004771897371584011,1.5938699323977845
2021-12-24,1.0276211755885285,10,10,0.0019854151612517246,1.037607929826101
2021-12-25,1.0299244072650542,10,10,0.002241323681566376,1.8267530787348107
2021-12-26,1.0282851135588424,10,10,-0.0015916641014118715,1.8363312671207277
2021-12-27,1.0270434715111565,10,10,-0.001207488109390864,2.175050343618379
2021-12-28,1.0358191214245152,10,10,0.008544574944278072,2.524960681305788
2021-12-29,1.038947806015826,10,10,0.0030204931793573753,2.5174938758786958
2021-12-30,1.036359830674592,10,10,-0.0024909579925466163,2.058491901698134
2021-12-31,1.0390887989452358,10,10,0.002633224667601519,2.5406021938337853
2022-01-01,1.0334403693213081,10,10,-0.005435945060384917,1.5183170989607753
2022-01-02,1.0347636251189427,10,10,0.0012804374949118014,1.4054208935661228
2022-01-03,1.0316132482943992,10,10,-0.003044537658715485,-0.3627332255108695
2022-01-04,1.0246226730646206,10,10,-0.006776352709056743,-1.7654416770319425
2022-01-05,1.0214179600818591,10,10,-0.003127700632640007,-2.285382375610512
2022-01-06,1.0197423949862285,10,10,-0.0016404304223280874,-1.823522403457556
2022-01-07,1.015897066789444,10,10,-0.003770881955767358,-1.7527669805724289
2022-01-08,1.021072147612557,10,10,0.005094099581828715,-1.4755060366885786
2022-01-09,1.0165724495298494,10,10,-0.00440683657195895,-1.7053251309764317
2022-01-10,1.0167292742651728,10,10,0.00015426813445107435,-1.6679648342506237
2022-01-11,1.0216474897981844,10,10,0.004837291162454349,-1.2324288166698727
2022-01-12,1.0201246031725302,10,10,-0.0014906184773723075,-1.3665633487790152
2022-01-13,1.0231469780050175,10,10,0.002962750651330115,-1.3660219797946072
2022-01-14,1.0158181253390919,10,10,-0.00716304971179782,-1.767649019944939
2022-01-15,1.017388776756745,10,10,0.001546193534525564,-1.4674211289571137
2022-01-16,1.0162522942450078,10,10,-0.0011170582354566028,-1.6248371380384596
2022-01-17,1.0134958923536397,10,10,-0.0027123204611468887,-1.6046343725122147
2022-01-18,1.0220649996849231,10,10,0.00845499956727358,-0.7647046443548966
2022-01-19,1.0217750486152894,10,10,-0.0002836914185723183,-1.001662330641595
2022-01-20,1.0262215399180712,10,10,0.004351732124216134,-0.5606701642134504
2022-01-21,1.0268065624500582,10,10,0.0005700743058205671,-0.3586457357822037
2022-01-22,1.0298991564233555,10,10,0.0030118564551420146,0.4206567884390555
2022-01-23,1.037774290963801,10,10,0.007646510331938083,0.9880212296576873
2022-01-24,1.0402440493188454,10,10,0.0023798608007052913,1.0019805318717268
2022-01-25,1.0435974215507222,10,10,0.0032236399084162315,1.4891111220004527
2022-01-26,1.0415462231758414,10,10,-0.001965507323535509,1.4120874205398648
2022-01-27,1.0392985252754134,10,10,-0.002158039509350229,0.33590843989375063
2022-01-28,1.0383940176191808,10,10,-0.0008703059171502048,-0.053302812079536466
2022-01-29,1.039476045565961,10,10,0.001042020589892445,0.3006885059738895
2022-01-30,1.0326298397522697,10,10,-0.006586208352654999,-0.6215983850006324
2022-01-31,1.0363849137745405,10,10,0.0036364182766319697,0.28492640123649604
2022-02-01,1.0375765635426717,10,10,0.0011498138889258769,0.2718435742661285
2022-02-02,1.0378817831954696,10,10,0.00029416590883268867,0.6076438928478645
2022-02-03,1.0346335955894885,10,10,-0.003129631580949921,0.9770350381692605
2022-02-04,1.0288806032225701,10,10,-0.0055604151957201475,0.7306160095435388
2022-02-05,1.0259176449374139,10,10,-0.002879788262968419,0.6055696008665734
2022-02-06,1.0278219920144254,10,10,0.0018562377656812235,1.1738320362187693
2022-02-07,1.024983683690013,10,10,-0.0027614784918637003,0.3830812628276892
2022-02-08,1.028543587788654,10,10,0.003473132455948047,1.1775981401366042
2022-02-09,1.0272339984158638,10,10,-0.0012732463537162841,1.0331879308071557
2022-02-10,1.026898245713831,10,10,-0.00032685123598974464,0.5139498670606812
2022-02-11,1.02857739550522,10,10,0.0016351666763456674,0.8286039084247188
2022-02-12,1.0276850408951053,10,10,-0.0008675619491680386,0.44353968566044344
2022-02-13,1.0258635706949004,10,10,-0.0017724012004868284,0.9889019604228055
2022-02-14,1.0277706869202576,10,10,0.0018590349436673481,1.020446696552746
2022-02-15,1.0243324515475776,10,10,-0.003345333172502518,0.7950936345558324
2022-02-16,1.0251555538481023,10,10,0.0008035499600556051,1.1504399359118622
2022-02-17,1.0303500393335197,10,10,0.0050670217470110135,0.8106176858762026
2022-02-18,1.0274626934681717,10,10,-0.002802296069417065,0.5566435450337304
2022-02-19,1.0286707676871285,10,10,0.0011757840227550886,0.23866462296755486
2022-02-20,1.0295217884058245,10,10,0.0008273013537747342,0.26443402828353335
2022-02-21,1.0298420086912663,10,10,0.00031103789064790277,-0.005548866773297245
2022-02-22,1.0307534827148008,10,10,0.0008850619957645467,-0.6765255518596303
2022-02-23,1.0314335824269083,10,10,0.0006598083086910567,-0.8469615277017173
2022-02-24,1.0263370683801438,10,10,-0.00494119459904796,-1.6539283074243905
2022-02-25,1.0331753156155477,10,10,0.00666276942154731,-0.8037000542107098
2022-02-26,1.0304849607161393,10,10,-0.0026039674571642912,-0.8480301227155707
2022-02-27,1.0231277722626744,10,10,-0.007139539861263033,-1.4701784772902182
2022-02-28,1.0176259787534634,10,10,-0.005377425633793176,-2.102026968846693
2022-03-01,1.020109709440293,10,10,0.0024407107706430065,-1.212450950960342
2022-03-02,1.0198160751327485,10,10,-0.0002878458119035532,-1.598714765293885
2022-03-03,1.0144612958493135,10,10,-0.005250730415028992,-2.2278132048813903
2022-03-04,1.0224611790681315,10,10,0.007885843700050188,-1.4857765476777751
2022-03-05,1.0206138188560656,10,10,-0.0018067778512134147,-1.3550475060144396
2022-03-06,1.021254083923917,10,10,0.0006273333321795693,-0.7412443460170226
2022-03-07,1.0247212783325679,10,10,0.003395036027987297,-0.1166142926529945
2022-03-08,1.0249305264200808,10,10,0.00020420000241760938,-0.2813196853939326
2022-03-09,1.0244262480674158,10,10,-0.0004920122287960238,-0.054384828897025006
2022-03-10,1.025707319815043,10,10,0.0012505260872064383,-0.2757557392107035
2022-03-11,1.027239175691693,10,10,0.0014934629470384486,0.0005040016040291917
2022-03-12,1.0282271158644636,10,10,0.0009617430839370389,0.12940621489803128
2022-03-13,1.0286147685569242,10,10,0.000377010765889807,0.0036334700594720104
2022-03-14,1.0267938376517285,10,10,-0.0017702748986876404,-0.08671949166454418
2022-03-15,1.031386845203305,10,10,0.004473154574126337,0.5384024412391719
2022-03-16,1.0346911451933687,10,10,0.003203744555625221,0.6733465315933884
2022-03-17,1.0417724316918913,10,10,0.006843864984656056,1.7025703049791119
2022-03-18,1.0410527530391982,10,10,-0.0006908213644358785,1.550710926885479
2022-03-19,1.0244028850578502,10,10,-0.015993299026145658,-0.577197461895218
2022-03-20,1.0173457369333072,10,10,-0.006889035776333707,-0.9846543917536255
2022-03-21,1.025472890370306,10,10,0.007988585533859283,-0.31087471495010455
2022-03-22,1.004229861844162,10,10,-0.020715348719236304,-2.4566674398242783
2022-03-23,1.0085865412445365,10,10,0.004338328868625618,-2.0639542053388804
2022-03-24,1.0113563800700847,10,10,0.002746257968235799,-1.8818372161719998
2022-03-25,1.013190492234309,10,10,0.001813517173933521,-1.768712062843092
2022-03-26,1.0145041457239385,10,10,0.0012965513392577677,-1.1529275343119982
2022-03-27,1.002840409412801,10,10,-0.01149698240297925,-2.936085071358263
2022-03-28,0.9980412847159799,10,10,-0.0047855318271738945,-3.148389082516312
2022-03-29,1.0117622556775407,10,10,0.013747899181811407,-1.1108599427419041
2022-03-30,1.0122036674262833,10,10,0.0004362801105355363,-0.5328393182161162
2022-03-31,1.0135424719769974,10,10,0.001322663208797037,-0.6437775665226186
2022-04-01,1.0231221865061157,10,10,0.00945171494434982,0.32418702293322
2022-04-02,1.0238242018576975,10,10,0.0006861500618797756,0.922943639810847
2022-04-03,1.0219489875332979,10,10,-0.0018315784301612403,-0.05009398354863803
2022-04-04,1.0193857514004463,10,10,-0.0025081840327847438,-0.12032635977785588
2022-04-05,1.0130074755703626,10,10,-0.006256979579438937,-0.8074982008266618
2022-04-06,1.0107612295630541,10,10,-0.0022174031894914847,-1.3623264261897194
2022-04-07,1.011466431541789,10,10,0.0006976939341447608,-1.3136592706746386
2022-04-08,1.0068026357715611,10,10,-0.004610924915341652,-1.7203397832788458
2022-04-09,1.0078177436778992,10,10,0.001008249154572427,-1.7441209389409185
2022-04-10,1.00538607378318,10,10,-0.0024128071865903156,-2.127362587568593
2022-04-11,1.006014146379538,10,10,0.0006247078736576483,-2.1603174184188334
2022-04-12,1.007099396354644,10,10,0.0010787621416772364,-2.091684162037155
2022-04-13,1.0083102758466,10,10,0.001202343578339038,-1.8001239516006629
2022-04-14,1.0099705122423932,10,10,0.0016465530854570254,-2.0764597745756896
2022-04-15,1.0120969963173978,10,10,0.002105491248732827,-2.183661180530194
2022-04-16,1.002352787979253,10,10,-0.009627741583662308,-3.7839016001430026
2022-04-17,1.0047833731465485,10,10,0.0024248799389239295,-3.4839137389307773
2022-04-18,1.0089426505226156,10,10,0.00413947671431103,-1.5091947475686318
2022-04-19,1.0085584764110096,10,10,-0.00038076902726524864,-0.8637437798467595
2022-04-20,1.0107387294744414,10,10,0.0021617517619705318,-1.436816227345028
2022-04-21,1.0119685061427106,10,10,0.0012167107407754507,0.7706048776858099
2022-04-22,1.0116289894908634,10,10,-0.0003355012036306837,0.30165465450022744
2022-04-23,1.0102330387234968,10,10,-0.0013799038796518115,-0.11107275029105246
2022-04-24,1.0088450142962653,10,10,-0.0013739645943330325,-0.42889051677349466
2022-04-25,1.0112461971041566,10,10,0.0023801305194202094,-0.32113704350188454
2022-04-26,1.01220935170809,10,10,0.0009524432395309201,0.9342406037242457
2022-04-27,1.0141243372796087,10,10,0.001891886859459735,1.611461650928181
2022-04-28,1.0144266177385939,10,10,0.0002980704119537325,0.2633387484166416
2022-04-29,1.010548920758678,10,10,-0.0038225505049939157,-0.1634796158971441
2022-04-30,1.0130229562073032,10,10,0.0024482094808115917,-0.051257424731387946
2022-05-01,1.0122679124613547,10,10,-0.000745337251561673,-1.0608971428747505
2022-05-02,1.0123938669578882,10,10,0.00012442802442214074,-1.116435309799213
2022-05-03,1.0181884779890502,10,10,0.005723672594515117,-0.3679742912926165
2022-05-04,1.0179335616757264,10,10,-0.00025036259870803157,-0.14245733008577677
2022-05-05,1.015936236581306,10,10,-0.00196213698969927,0.28911543908345383
2022-05-06,1.0222868831429337,10,10,0.006251028689554294,1.1402943883059402
2022-05-07,1.0287715110726114,10,10,0.006343256513026363,1.7108901483209982
2022-05-08,1.0235762836200928,10,10,-0.005049933242321281,1.6660313801897475
2022-05-09,1.0310340678333438,10,10,0.007286007240100423,2.303623279217093
2022-05-10,1.0274650831779704,10,10,-0.0034615584166617364,2.1960727297235305
2022-05-11,1.0362229753385521,10,10,0.008523785677945872,3.002823475965055
2022-05-12,1.0342678981284346,10,10,-0.00188673408778528,2.6976981489742924
2022-05-13,1.032888885509827,10,10,-0.0013333224603634397,2.4376038062877248
2022-05-14,1.0359682192911974,10,10,0.002981282715468936,2.5741055539416413
2022-05-15,1.036588445670559,10,10,0.0005986924770586821,2.419871755600056
2022-05-16,1.0446601628302465,10,10,0.0077868098891127335,4.220806821546863
2022-05-17,1.0415085256925316,10,10,-0.0030169018115674406,3.6550318732858633
2022-05-18,1.0516874775328655,10,10,0.009773277500120026,4.23659630090063
2022-05-19,1.0424287303010373,10,10,-0.008803705881853863,3.3582835980473957
2022-05-20,1.048346542550913,10,10,0.005676946613095257,3.7208243811956088
2022-05-21,1.0461695230302492,10,10,-0.0020766220255437062,3.3796522994476996
2022-05-22,1.042164520337431,10,10,-0.003828254030205036,3.0184515433801185
2022-05-23,1.0444477613857266,10,10,0.0021908643057204635,3.3868148586253533
2022-05-24,1.0392626303683483,10,10,-0.004964471378155699,3.0150930659355257
2022-05-25,1.042546597912539,10,10,0.0031599014996110952,3.095230508457325
2022-05-26,1.0525336065051085,10,10,0.009579436173468237,3.9837860348723275
2022-05-27,1.0511987354480958,10,10,-0.0012682455446197949,3.6558040080114207
2022-05-28,1.047191986402587,10,10,-0.0038115999481306284,3.2299397601607716
2022-05-29,1.046406736023832,10,10,-0.000749862860823125,3.5483502607903006
2022-05-30,1.048053249716645,10,10,0.00157349301770493,3.4579960201981175
2022-05-31,1.046719824897984,10,10,-0.0012722872802707341,3.403438162221173
2022-06-01,1.0537674109717339,10,10,0.006733020533395084,4.086704331602453
2022-06-02,1.0530378575443922,10,10,-0.000692328705315437,3.4226845332379296
2022-06-03,1.0588883374799483,10,10,0.005555811591806403,4.023325032804892
2022-06-04,1.0517801005324032,10,10,-0.00671292401280188,3.5281607900623957
2022-06-05,1.053283813803088,10,10,0.0014296840850323012,3.032116636854121
2022-06-06,1.0509636514567333,10,10,-0.0022027893298552925,2.1571495852353184
2022-06-07,1.0454284339546622,10,10,-0.0052668020386801295,2.134882439566166
2022-06-08,1.0497973721889922,10,10,0.00417908877588391,1.819852994293214
2022-06-09,1.0463958081551392,10,10,-0.0032402100862189975,1.842468935159891
2022-06-10,1.0511730174317953,10,10,0.004565394126605504,1.4427437384660013
2022-06-11,1.060341932191102,10,10,0.0087225552856256,2.5210135700672875
2022-06-12,1.0681512877365493,10,10,0.007364940787836227,3.4139589186611197
2022-06-13,1.0785925230771942,10,10,0.009775052897956327,4.114441253338841
2022-06-14,1.0734534775514215,10,10,-0.004764584786023929,3.556380744434673
2022-06-15,1.067103821365028,10,10,-0.005915166627320834,2.148417191862273
2022-06-16,1.0825782487916376,10,10,0.01450133259462505,3.9432920697214158
2022-06-17,1.0731587047749944,10,10,-0.008701028334124672,2.0415976895054255
2022-06-18,1.0745277940311861,10,10,0.0012757565587457886,3.0792573916184285
2022-06-19,1.0577615298811096,10,10,-0.01560337875223905,0.8980796853001793
2022-06-20,1.0604422381965855,10,10,0.0025343219995692667,1.364283211481343
2022-06-21,1.0593646635165097,10,10,-0.0010161559406651755,1.6504249418805461
2022-06-22,1.0678449922073314,10,10,0.00800510813969546,2.240153283545987
2022-06-23,1.0650837417347594,10,10,-0.002585815818515247,2.4845607464264674
2022-06-24,1.0684872227118576,10,10,0.003195505521053965,2.488198115197804
2022-06-25,1.0642636661791334,10,10,-0.003952837659588204,1.1144593960257465
2022-06-26,1.0639806570268144,10,10,-0.0002659201486554519,1.2159376859666837
2022-06-27,1.066119975417193,10,10,0.002010674137964852,1.8074994137063038
2022-06-28,1.0689274158719637,10,10,0.0026333250661325636,2.152191788606639
2022-06-29,1.0639177666073478,10,10,-0.004686613132220296,1.5137128666880217
2022-06-30,1.0667568206032645,10,10,0.002668490070402596,1.9142654250609237
2022-07-01,1.0690860381309613,10,10,0.0021834568879339766,1.4537009780081656
2022-07-02,1.066248112660277,10,10,-0.0026545342184486342,1.2544900471755271
2022-07-03,1.0672103779679964,10,10,0.0009024778532256139,0.7859223860991582
2022-07-04,1.0670622394923845,10,10,-0.0001388090658319685,1.4529785220547264
2022-07-05,1.0677250023943627,10,10,0.0006211098823003525,1.371063373615522
2022-07-06,1.0680387956107336,10,10,0.000293889546153947,1.62471310309662
2022-07-07,1.068411435175896,10,10,0.00034890077653915164,2.198428938295982
2022-07-08,1.0721836368412894,10,10,0.0035306638820955527,2.132436720204245
2022-07-09,1.0729608068801497,10,10,0.0007248478825416793,2.538714176602652
2022-07-10,1.0753831094447748,10,10,0.002257587182208809,2.3031500629771884
2022-07-11,1.0772922634157878,10,10,0.0017753244906353327,1.598572187903513
2022-07-12,1.0797795973883502,10,10,0.0023088757406237725,1.0886388272247194
2022-07-13,1.082924650693893,10,10,0.0029126808037025498,0.40164636079056404
2022-07-14,1.0900831898036736,10,10,0.006610375989865691,1.549178664937112
2022-07-15,1.0884537620983727,10,10,-0.0014947737205215361,2.000736976654638
