date,symbol,trade_type,old_weight,new_weight,weight_change
2025-08-04,HYPE/USDC,ENTER_LONG,0.0,0.043933175770393705,0.043933175770393705
2025-08-04,SOL/USDC:USDC,ENTER_LONG,0.0,0.03739408576065507,0.03739408576065507
2025-08-04,ETH/USDC:USDC,ENTER_LONG,0.0,0.045763574848082834,0.045763574848082834
2025-08-04,BTC/USDC:USDC,ENTER_LONG,0.0,0.13558113180687048,0.13558113180687048
2025-08-04,DOGE/USDC:USDC,ENTER_LONG,0.0,0.026602960979262357,0.026602960979262357
2025-08-04,UBTC/USDC,ENTER_LONG,0.0,0.13697170448402465,0.13697170448402465
2025-08-04,HYPE/USDC:USDC,ENTER_LONG,0.0,0.04358359376176856,0.04358359376176856
2025-08-04,XRP/USDC:USDC,ENTER_LONG,0.0,0.030169772588942302,0.030169772588942302
2025-08-05,HYPE/USDC,REBALANCE_LONG,0.043933175770393705,0.043244991034602415,-0.0006881847357912904
2025-08-05,SOL/USDC:USDC,REBALANCE_LONG,0.03739408576065507,0.03828055219893432,0.0008864664382792556
2025-08-05,ETH/USDC:USDC,REBALANCE_LONG,0.045763574848082834,0.04877120037783273,0.0030076255297498966
2025-08-05,BTC/USDC:USDC,REBALANCE_LONG,0.13558113180687048,0.13444851499382768,-0.0011326168130428027
2025-08-05,UBTC/USDC,REBALANCE_LONG,0.13697170448402465,0.1360453565086889,-0.0009263479753357506
2025-08-05,HYPE/USDC:USDC,REBALANCE_LONG,0.04358359376176856,0.04290704734375626,-0.0006765464180122985
2025-08-05,XRP/USDC:USDC,REBALANCE_LONG,0.030169772588942302,0.029732039405115814,-0.00043773318382648793
2025-08-06,HYPE/USDC,REBALANCE_LONG,0.043244991034602415,0.043039275182664524,-0.00020571585193789044
2025-08-06,SOL/USDC:USDC,REBALANCE_LONG,0.03828055219893432,0.037371045931252,-0.0009095062676823251
2025-08-06,BTC/USDC:USDC,REBALANCE_LONG,0.13444851499382768,0.13100057706604945,-0.0034479379277782274
2025-08-06,DOGE/USDC:USDC,REBALANCE_LONG,0.026570298137241884,0.026127844540877174,-0.00044245359636471
2025-08-06,UBTC/USDC,REBALANCE_LONG,0.1360453565086889,0.13250757754370407,-0.0035377789649848335
2025-08-06,HYPE/USDC:USDC,REBALANCE_LONG,0.04290704734375626,0.04268249816532104,-0.00022454917843522243
2025-08-06,XRP/USDC:USDC,REBALANCE_LONG,0.029732039405115814,0.03850706939206486,0.008775029986949043
